Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales
3655,2015-02-16,8,3,beef,19.5,Fresh Food,2509,58.5
2918,2015-04-08,29,2,ham,15.2,Fresh Food,2510,30.4
2584,2015-03-31,5,1,rolls/buns,1.2,Bakery & Sweets,2511,1.2
2212,2015-04-16,7,2,citrus fruit,1.5,Fresh Food,2512,3.0
3176,2015-08-01,7,3,citrus fruit,1.5,Fresh Food,2513,4.5
4564,2015-06-13,104,1,cat food,11.2,Pet Care,2514,11.2
4556,2015-08-17,59,2,hard cheese,4.5,Dairy,2515,9.0
4573,2015-10-10,9,2,frankfurter,5.5,Fresh Food,2516,11.0
2781,2015-04-10,50,2,bottled beer,1.8,Beverages,2517,3.6
3316,2015-01-03,18,1,yogurt,2.2,Dairy,2518,2.2
1827,2015-05-02,9,3,frankfurter,5.5,Fresh Food,2519,16.5
4889,2015-02-03,5,2,rolls/buns,1.2,Bakery & Sweets,2520,2.4
3548,2015-06-01,2,2,whole milk,1.8,Dairy,2521,3.6
2736,2015-07-17,57,2,meat,8.5,Fresh Food,2522,17.0
4927,2015-10-19,45,2,curd,9.8,Dairy,2523,19.6
3214,2015-12-22,49,2,beverages,1.1,Beverages,2524,2.2
3275,2015-06-18,9,3,frankfurter,5.5,Fresh Food,2525,16.5
2909,2015-05-08,19,3,sausage,3.1,Fresh Food,2526,9.3
4226,2015-12-06,19,2,sausage,3.1,Fresh Food,2527,6.2
1622,2015-03-11,57,1,meat,8.5,Fresh Food,2528,8.5
1395,2015-10-12,19,3,sausage,3.1,Fresh Food,2529,9.3
2938,2015-06-06,2,1,whole milk,1.8,Dairy,2530,1.8
3674,2015-08-13,25,3,canned beer,1.1,Beverages,2531,3.3000000000000003
2063,2015-11-08,9,2,frankfurter,5.5,Fresh Food,2532,11.0
4214,2015-10-07,119,3,long life bakery product,9.9,Bakery & Sweets,2533,29.700000000000003
3042,2015-01-16,23,2,pork,7.2,Fresh Food,2534,14.4
3877,2015-09-17,3,3,pip fruit,3.0,Fresh Food,2535,9.0
2168,2015-11-25,50,2,bottled beer,1.8,Beverages,2536,3.6
1503,2015-05-12,23,2,pork,7.2,Fresh Food,2537,14.4
2769,2015-04-23,17,2,bottled water,0.5,Beverages,2538,1.0
4933,2015-02-27,2,2,whole milk,1.8,Dairy,2539,3.6
3082,2015-05-22,45,1,curd,9.8,Dairy,2540,9.8
1422,2015-01-01,1,2,tropical fruit,7.8,Fresh Food,2541,15.6
3139,2015-02-26,3,1,pip fruit,3.0,Fresh Food,2542,3.0
2200,2015-03-08,10,1,chicken,7.2,Fresh Food,2543,7.2
4670,2015-08-31,2,2,whole milk,1.8,Dairy,2544,3.6
2053,2015-09-21,7,1,citrus fruit,1.5,Fresh Food,2545,1.5
4847,2015-02-03,25,3,canned beer,1.1,Beverages,2546,3.3000000000000003
1185,2015-08-24,3,2,pip fruit,3.0,Fresh Food,2547,6.0
4656,2015-12-25,68,1,photo/film,11.9,Household & Hygiene,2548,11.9
2741,2015-09-11,22,2,root vegetables,1.8,Fresh Food,2549,3.6
2654,2015-08-17,9,2,frankfurter,5.5,Fresh Food,2550,11.0
2010,2015-12-19,18,2,yogurt,2.2,Dairy,2551,4.4
2586,2015-07-10,64,1,UHT-milk,2.1,Dairy,2552,2.1
3511,2015-11-15,127,3,organic sausage,8.6,Fresh Food,2553,25.799999999999997
4700,2015-06-06,2,3,whole milk,1.8,Dairy,2554,5.4
2235,2015-01-20,57,1,meat,8.5,Fresh Food,2555,8.5
2557,2015-10-23,23,2,pork,7.2,Fresh Food,2556,14.4
3462,2015-02-16,27,1,coffee,8.5,Beverages,2557,8.5
1356,2015-04-02,128,1,soft cheese,7.2,Dairy,2558,7.2
1477,2015-11-20,19,1,sausage,3.1,Fresh Food,2559,3.1
3094,2015-06-13,19,2,sausage,3.1,Fresh Food,2560,6.2
3981,2015-12-25,48,1,finished products,6.5,Frozen & Processed Food,2561,6.5
1340,2015-01-23,2,2,whole milk,1.8,Dairy,2562,3.6
4015,2015-01-10,45,1,curd,9.8,Dairy,2563,9.8
1719,2015-09-10,27,3,coffee,8.5,Beverages,2564,25.5
1542,2015-05-15,1,1,tropical fruit,7.8,Fresh Food,2565,7.8
1357,2015-04-10,38,1,soda,0.8,Beverages,2566,0.8
4003,2015-11-21,2,3,whole milk,1.8,Dairy,2567,5.4
4224,2015-12-06,50,2,bottled beer,1.8,Beverages,2568,3.6
1292,2015-07-05,73,2,oil,3.4,Pantry Staples,2569,6.8
4018,2015-04-28,21,1,hamburger meat,12.3,Fresh Food,2570,12.3
2721,2015-07-15,18,3,yogurt,2.2,Dairy,2571,6.6000000000000005
4016,2015-04-21,23,2,pork,7.2,Fresh Food,2572,14.4
3654,2015-12-16,9,1,frankfurter,5.5,Fresh Food,2573,5.5
3745,2015-08-26,19,3,sausage,3.1,Fresh Food,2574,9.3
2851,2015-09-16,25,2,canned beer,1.1,Beverages,2575,2.2
1474,2015-07-29,9,2,frankfurter,5.5,Fresh Food,2576,11.0
3623,2015-02-05,8,3,beef,19.5,Fresh Food,2577,58.5
1647,2015-12-20,18,3,yogurt,2.2,Dairy,2578,6.6000000000000005
1312,2015-02-09,119,3,long life bakery product,9.9,Bakery & Sweets,2579,29.700000000000003
1218,2015-06-13,4,3,other vegetables,0.8,Fresh Food,2580,2.4000000000000004
4745,2015-12-24,24,1,pastry,3.1,Bakery & Sweets,2581,3.1
4994,2015-02-08,19,3,sausage,3.1,Fresh Food,2582,9.3
1465,2015-11-09,25,2,canned beer,1.1,Beverages,2583,2.2
2380,2015-01-07,19,2,sausage,3.1,Fresh Food,2584,6.2
1150,2015-05-25,25,1,canned beer,1.1,Beverages,2585,1.1
4371,2015-06-21,48,2,finished products,6.5,Frozen & Processed Food,2586,13.0
4668,2015-02-01,4,2,other vegetables,0.8,Fresh Food,2587,1.6
2167,2015-05-29,23,3,pork,7.2,Fresh Food,2588,21.6
3534,2015-03-09,8,2,beef,19.5,Fresh Food,2589,39.0
3399,2015-07-12,15,1,specialty bar,5.2,Bakery & Sweets,2590,5.2
1144,2015-08-13,25,3,canned beer,1.1,Beverages,2591,3.3000000000000003
2136,2015-02-10,50,3,bottled beer,1.8,Beverages,2592,5.4
1888,2015-04-10,29,1,ham,15.2,Fresh Food,2593,15.2
4990,2015-12-14,1,3,tropical fruit,7.8,Fresh Food,2594,23.4
1731,2015-11-20,10,3,chicken,7.2,Fresh Food,2595,21.6
4632,2015-10-04,23,1,pork,7.2,Fresh Food,2596,7.2
3035,2015-11-29,18,3,yogurt,2.2,Dairy,2597,6.6000000000000005
4376,2015-07-22,10,1,chicken,7.2,Fresh Food,2598,7.2
3760,2015-06-04,19,1,sausage,3.1,Fresh Food,2599,3.1
1135,2015-02-24,59,2,hard cheese,4.5,Dairy,2600,9.0
3132,2015-08-12,119,2,long life bakery product,9.9,Bakery & Sweets,2601,19.8
1252,2015-03-11,10,3,chicken,7.2,Fresh Food,2602,21.6
3698,2015-08-24,9,3,frankfurter,5.5,Fresh Food,2603,16.5
1442,2015-07-25,24,1,pastry,3.1,Bakery & Sweets,2604,3.1
1160,2015-01-24,71,3,shopping bags,5.12,Household & Hygiene,2605,15.36
1451,2015-01-27,1,1,tropical fruit,7.8,Fresh Food,2606,7.8
2785,2015-02-01,36,1,frozen meals,9.7,Frozen & Processed Food,2607,9.7
3159,2015-01-31,2,3,whole milk,1.8,Dairy,2608,5.4
3205,2015-01-17,23,1,pork,7.2,Fresh Food,2609,7.2
2703,2015-03-27,21,2,hamburger meat,12.3,Fresh Food,2610,24.6
1115,2015-01-22,4,3,other vegetables,0.8,Fresh Food,2611,2.4000000000000004
2632,2015-05-24,69,2,domestic eggs,1.25,Fresh Food,2612,2.5
2729,2015-07-23,21,3,hamburger meat,12.3,Fresh Food,2613,36.900000000000006
4334,2015-11-10,26,1,berries,10.8,Fresh Food,2614,10.8
1009,2015-09-23,24,3,pastry,3.1,Bakery & Sweets,2615,9.3
3098,2015-09-04,19,2,sausage,3.1,Fresh Food,2616,6.2
1489,2015-03-07,75,1,frozen vegetables,2.5,Frozen & Processed Food,2617,2.5
4240,2015-12-04,51,3,dessert,1.15,Bakery & Sweets,2618,3.4499999999999997
1096,2015-07-28,3,3,pip fruit,3.0,Fresh Food,2619,9.0
3120,2015-11-14,107,3,liver loaf,8.5,Fresh Food,2620,25.5
1608,2015-11-13,22,2,root vegetables,1.8,Fresh Food,2621,3.6
2298,2015-08-16,22,2,root vegetables,1.8,Fresh Food,2622,3.6
4646,2015-07-31,4,3,other vegetables,0.8,Fresh Food,2623,2.4000000000000004
3782,2015-02-03,10,1,chicken,7.2,Fresh Food,2624,7.2
2448,2015-12-29,5,1,rolls/buns,1.2,Bakery & Sweets,2625,1.2
4999,2015-05-16,16,2,butter milk,6.1,Dairy,2626,12.2
1233,2015-08-13,16,1,butter milk,6.1,Dairy,2627,6.1
1335,2015-09-13,66,2,onions,1.3,Fresh Food,2628,2.6
1889,2015-08-28,29,3,ham,15.2,Fresh Food,2629,45.599999999999994
3815,2015-09-15,27,2,coffee,8.5,Beverages,2630,17.0
3976,2015-09-20,10,2,chicken,7.2,Fresh Food,2631,14.4
3051,2015-01-23,2,3,whole milk,1.8,Dairy,2632,5.4
2630,2015-02-15,9,1,frankfurter,5.5,Fresh Food,2633,5.5
4182,2015-06-18,7,2,citrus fruit,1.5,Fresh Food,2634,3.0
1524,2015-03-05,1,2,tropical fruit,7.8,Fresh Food,2635,15.6
2165,2015-09-06,7,3,citrus fruit,1.5,Fresh Food,2636,4.5
3710,2015-07-15,2,1,whole milk,1.8,Dairy,2637,1.8
1859,2015-04-12,25,2,canned beer,1.1,Beverages,2638,2.2
1682,2015-11-01,25,3,canned beer,1.1,Beverages,2639,3.3000000000000003
3682,2015-01-02,7,2,citrus fruit,1.5,Fresh Food,2640,3.0
1866,2015-07-13,10,3,chicken,7.2,Fresh Food,2641,21.6
1764,2015-11-15,25,1,canned beer,1.1,Beverages,2642,1.1
2016,2015-08-15,35,1,sugar,1.2,Bakery & Sweets,2643,1.2
3758,2015-03-06,23,1,pork,7.2,Fresh Food,2644,7.2
1380,2015-04-09,5,1,rolls/buns,1.2,Bakery & Sweets,2645,1.2
3063,2015-10-28,2,2,whole milk,1.8,Dairy,2646,3.6
4782,2015-08-16,5,2,rolls/buns,1.2,Bakery & Sweets,2647,2.4
3677,2015-04-21,129,1,mayonnaise,1.8,Specialty & Seasonal,2648,1.8
2315,2015-09-15,5,1,rolls/buns,1.2,Bakery & Sweets,2649,1.2
3548,2015-06-11,23,1,pork,7.2,Fresh Food,2650,7.2
3198,2015-05-08,7,2,citrus fruit,1.5,Fresh Food,2651,3.0
1436,2015-03-01,49,1,beverages,1.1,Beverages,2652,1.1
4874,2015-12-23,114,1,napkins,21.8,Household & Hygiene,2653,21.8
4002,2015-08-28,25,1,canned beer,1.1,Beverages,2654,1.1
2911,2015-07-14,38,3,soda,0.8,Beverages,2655,2.4000000000000004
1611,2015-04-04,50,1,bottled beer,1.8,Beverages,2656,1.8
2561,2015-08-19,19,3,sausage,3.1,Fresh Food,2657,9.3
2343,2015-05-30,19,3,sausage,3.1,Fresh Food,2658,9.3
1021,2015-11-07,5,1,rolls/buns,1.2,Bakery & Sweets,2659,1.2
3484,2015-05-15,1,3,tropical fruit,7.8,Fresh Food,2660,23.4
4378,2015-05-04,9,1,frankfurter,5.5,Fresh Food,2661,5.5
1751,2015-03-25,19,2,sausage,3.1,Fresh Food,2662,6.2
1730,2015-01-24,19,2,sausage,3.1,Fresh Food,2663,6.2
4669,2015-06-25,2,2,whole milk,1.8,Dairy,2664,3.6
1184,2015-06-16,22,2,root vegetables,1.8,Fresh Food,2665,3.6
4793,2015-11-04,19,3,sausage,3.1,Fresh Food,2666,9.3
4600,2015-02-12,22,1,root vegetables,1.8,Fresh Food,2667,1.8
3966,2015-01-11,1,1,tropical fruit,7.8,Fresh Food,2668,7.8
3017,2015-09-22,21,1,hamburger meat,12.3,Fresh Food,2669,12.3
1834,2015-11-22,57,2,meat,8.5,Fresh Food,2670,17.0
4508,2015-06-15,38,2,soda,0.8,Beverages,2671,1.6
2879,2015-05-26,9,1,frankfurter,5.5,Fresh Food,2672,5.5
4643,2015-03-12,4,2,other vegetables,0.8,Fresh Food,2673,1.6
3757,2015-02-03,2,1,whole milk,1.8,Dairy,2674,1.8
1486,2015-08-20,24,1,pastry,3.1,Bakery & Sweets,2675,3.1
3018,2015-01-18,25,1,canned beer,1.1,Beverages,2676,1.1
3600,2015-08-17,25,1,canned beer,1.1,Beverages,2677,1.1
1239,2015-01-24,54,1,condensed milk,3.5,Dairy,2678,3.5
1315,2015-11-07,29,1,ham,15.2,Fresh Food,2679,15.2
1654,2015-09-28,60,1,cream cheese,6.3,Dairy,2680,6.3
3551,2015-07-24,23,2,pork,7.2,Fresh Food,2681,14.4
2861,2015-12-02,24,1,pastry,3.1,Bakery & Sweets,2682,3.1
1170,2015-10-09,7,1,citrus fruit,1.5,Fresh Food,2683,1.5
1351,2015-02-26,57,2,meat,8.5,Fresh Food,2684,17.0
2645,2015-06-27,38,2,soda,0.8,Beverages,2685,1.6
4202,2015-05-02,18,2,yogurt,2.2,Dairy,2686,4.4
2653,2015-03-02,74,1,whipped/sour cream,5.5,Dairy,2687,5.5
3961,2015-03-05,19,3,sausage,3.1,Fresh Food,2688,9.3
2441,2015-05-31,25,3,canned beer,1.1,Beverages,2689,3.3000000000000003
3637,2015-12-22,22,2,root vegetables,1.8,Fresh Food,2690,3.6
2329,2015-07-15,24,3,pastry,3.1,Bakery & Sweets,2691,9.3
3858,2015-03-27,5,2,rolls/buns,1.2,Bakery & Sweets,2692,2.4
4294,2015-03-02,5,1,rolls/buns,1.2,Bakery & Sweets,2693,1.2
4765,2015-07-01,9,3,frankfurter,5.5,Fresh Food,2694,16.5
4017,2015-10-11,19,1,sausage,3.1,Fresh Food,2695,3.1
4855,2015-05-01,61,3,liquor,8.5,Beverages,2696,25.5
2673,2015-12-10,18,1,yogurt,2.2,Dairy,2697,2.2
3352,2015-07-02,9,3,frankfurter,5.5,Fresh Food,2698,16.5
1391,2015-08-21,29,1,ham,15.2,Fresh Food,2699,15.2
4352,2015-12-29,14,1,chocolate,11.5,Bakery & Sweets,2700,11.5
1298,2015-07-27,50,3,bottled beer,1.8,Beverages,2701,5.4
1618,2015-08-02,10,1,chicken,7.2,Fresh Food,2702,7.2
2433,2015-06-21,79,1,specialty cheese,12.14,Dairy,2703,12.14
4992,2015-03-01,9,1,frankfurter,5.5,Fresh Food,2704,5.5
3515,2015-04-21,3,3,pip fruit,3.0,Fresh Food,2705,9.0
1786,2015-02-10,25,3,canned beer,1.1,Beverages,2706,3.3000000000000003
3844,2015-06-27,23,1,pork,7.2,Fresh Food,2707,7.2
3914,2015-01-08,25,1,canned beer,1.1,Beverages,2708,1.1
4859,2015-05-10,8,3,beef,19.5,Fresh Food,2709,58.5
2747,2015-08-30,5,3,rolls/buns,1.2,Bakery & Sweets,2710,3.5999999999999996
4172,2015-10-08,130,1,dental care,11.45,Personal Care,2711,11.45
1796,2015-08-15,19,1,sausage,3.1,Fresh Food,2712,3.1
2524,2015-12-05,5,1,rolls/buns,1.2,Bakery & Sweets,2713,1.2
3523,2015-04-01,2,2,whole milk,1.8,Dairy,2714,3.6
3761,2015-03-30,8,3,beef,19.5,Fresh Food,2715,58.5
1830,2015-01-16,29,2,ham,15.2,Fresh Food,2716,30.4
4144,2015-04-01,48,3,finished products,6.5,Frozen & Processed Food,2717,19.5
3803,2015-01-27,51,3,dessert,1.15,Bakery & Sweets,2718,3.4499999999999997
4503,2015-03-22,5,3,rolls/buns,1.2,Bakery & Sweets,2719,3.5999999999999996
2055,2015-05-02,19,3,sausage,3.1,Fresh Food,2720,9.3
3634,2015-12-10,7,3,citrus fruit,1.5,Fresh Food,2721,4.5
4503,2015-08-09,2,3,whole milk,1.8,Dairy,2722,5.4
3756,2015-12-02,2,3,whole milk,1.8,Dairy,2723,5.4
3071,2015-06-13,19,2,sausage,3.1,Fresh Food,2724,6.2
3168,2015-12-16,22,1,root vegetables,1.8,Fresh Food,2725,1.8
2301,2015-12-24,127,1,organic sausage,8.6,Fresh Food,2726,8.6
1270,2015-04-25,23,2,pork,7.2,Fresh Food,2727,14.4
3999,2015-11-15,51,2,dessert,1.15,Bakery & Sweets,2728,2.3
1603,2015-07-13,25,2,canned beer,1.1,Beverages,2729,2.2
3089,2015-02-16,7,2,citrus fruit,1.5,Fresh Food,2730,3.0
4671,2015-05-30,21,3,hamburger meat,12.3,Fresh Food,2731,36.900000000000006
2985,2015-05-29,7,1,citrus fruit,1.5,Fresh Food,2732,1.5
3318,2015-07-21,4,3,other vegetables,0.8,Fresh Food,2733,2.4000000000000004
3954,2015-02-10,25,1,canned beer,1.1,Beverages,2734,1.1
1048,2015-10-18,5,1,rolls/buns,1.2,Bakery & Sweets,2735,1.2
3586,2015-05-24,29,2,ham,15.2,Fresh Food,2736,30.4
4431,2015-11-16,49,3,beverages,1.1,Beverages,2737,3.3000000000000003
3977,2015-04-16,2,2,whole milk,1.8,Dairy,2738,3.6
1799,2015-06-13,25,3,canned beer,1.1,Beverages,2739,3.3000000000000003
2609,2015-08-26,9,1,frankfurter,5.5,Fresh Food,2740,5.5
4187,2015-04-10,2,2,whole milk,1.8,Dairy,2741,3.6
3140,2015-02-11,7,2,citrus fruit,1.5,Fresh Food,2742,3.0
4942,2015-11-23,9,1,frankfurter,5.5,Fresh Food,2743,5.5
3886,2015-11-18,9,1,frankfurter,5.5,Fresh Food,2744,5.5
4453,2015-08-23,18,1,yogurt,2.2,Dairy,2745,2.2
1056,2015-11-09,74,2,whipped/sour cream,5.5,Dairy,2746,11.0
2700,2015-10-18,65,3,candy,3.6,Bakery & Sweets,2747,10.8
1049,2015-09-05,9,2,frankfurter,5.5,Fresh Food,2748,11.0
2446,2015-07-29,10,3,chicken,7.2,Fresh Food,2749,21.6
4864,2015-07-05,19,2,sausage,3.1,Fresh Food,2750,6.2
1483,2015-04-25,20,2,brown bread,0.8,Bakery & Sweets,2751,1.6
4158,2015-12-26,3,1,pip fruit,3.0,Fresh Food,2752,3.0
2212,2015-10-28,17,3,bottled water,0.5,Beverages,2753,1.5
1142,2015-06-13,10,2,chicken,7.2,Fresh Food,2754,14.4
2273,2015-10-26,19,2,sausage,3.1,Fresh Food,2755,6.2
3741,2015-01-23,10,1,chicken,7.2,Fresh Food,2756,7.2
3574,2015-06-20,23,1,pork,7.2,Fresh Food,2757,7.2
3902,2015-11-29,29,3,ham,15.2,Fresh Food,2758,45.599999999999994
2169,2015-10-21,7,2,citrus fruit,1.5,Fresh Food,2759,3.0
3038,2015-01-11,5,3,rolls/buns,1.2,Bakery & Sweets,2760,3.5999999999999996
2023,2015-02-07,1,2,tropical fruit,7.8,Fresh Food,2761,15.6
1038,2015-04-10,4,3,other vegetables,0.8,Fresh Food,2762,2.4000000000000004
3998,2015-01-23,4,1,other vegetables,0.8,Fresh Food,2763,0.8
3516,2015-12-13,68,2,photo/film,11.9,Household & Hygiene,2764,23.8
1979,2015-09-09,23,3,pork,7.2,Fresh Food,2765,21.6
3635,2015-12-13,24,1,pastry,3.1,Bakery & Sweets,2766,3.1
3966,2015-06-01,9,1,frankfurter,5.5,Fresh Food,2767,5.5
1430,2015-11-12,5,3,rolls/buns,1.2,Bakery & Sweets,2768,3.5999999999999996
2583,2015-03-26,26,2,berries,10.8,Fresh Food,2769,21.6
2055,2015-07-07,68,2,photo/film,11.9,Household & Hygiene,2770,23.8
1092,2015-07-03,68,1,photo/film,11.9,Household & Hygiene,2771,11.9
4138,2015-10-10,2,2,whole milk,1.8,Dairy,2772,3.6
1515,2015-11-28,115,2,waffles,2.5,Bakery & Sweets,2773,5.0
3481,2015-10-04,19,2,sausage,3.1,Fresh Food,2774,6.2
2426,2015-06-02,21,1,hamburger meat,12.3,Fresh Food,2775,12.3
1886,2015-12-02,25,3,canned beer,1.1,Beverages,2776,3.3000000000000003
4861,2015-09-13,4,2,other vegetables,0.8,Fresh Food,2777,1.6
2946,2015-11-04,10,1,chicken,7.2,Fresh Food,2778,7.2
2349,2015-07-17,58,1,ice cream,1.8,Frozen & Processed Food,2779,1.8
2326,2015-11-13,23,3,pork,7.2,Fresh Food,2780,21.6
2910,2015-07-19,7,2,citrus fruit,1.5,Fresh Food,2781,3.0
2103,2015-03-11,36,2,frozen meals,9.7,Frozen & Processed Food,2782,19.4
3260,2015-12-02,29,3,ham,15.2,Fresh Food,2783,45.599999999999994
1893,2015-04-04,21,3,hamburger meat,12.3,Fresh Food,2784,36.900000000000006
3352,2015-11-08,38,1,soda,0.8,Beverages,2785,0.8
4834,2015-04-27,9,1,frankfurter,5.5,Fresh Food,2786,5.5
2476,2015-02-25,25,3,canned beer,1.1,Beverages,2787,3.3000000000000003
1013,2015-07-02,36,2,frozen meals,9.7,Frozen & Processed Food,2788,19.4
3004,2015-02-10,2,1,whole milk,1.8,Dairy,2789,1.8
1573,2015-01-21,28,1,misc. beverages,1.2,Beverages,2790,1.2
2089,2015-10-31,25,2,canned beer,1.1,Beverages,2791,2.2
3077,2015-01-19,22,1,root vegetables,1.8,Fresh Food,2792,1.8
3900,2015-07-07,19,2,sausage,3.1,Fresh Food,2793,6.2
2470,2015-05-14,25,2,canned beer,1.1,Beverages,2794,2.2
4785,2015-04-04,1,2,tropical fruit,7.8,Fresh Food,2795,15.6
2916,2015-04-19,24,3,pastry,3.1,Bakery & Sweets,2796,9.3
3179,2015-03-21,19,3,sausage,3.1,Fresh Food,2797,9.3
2285,2015-12-16,25,3,canned beer,1.1,Beverages,2798,3.3000000000000003
2617,2015-01-03,38,2,soda,0.8,Beverages,2799,1.6
1945,2015-04-24,25,2,canned beer,1.1,Beverages,2800,2.2
4601,2015-12-15,104,3,cat food,11.2,Pet Care,2801,33.599999999999994
4722,2015-10-13,19,1,sausage,3.1,Fresh Food,2802,3.1
4605,2015-08-13,17,2,bottled water,0.5,Beverages,2803,1.0
4971,2015-02-19,38,1,soda,0.8,Beverages,2804,0.8
4725,2015-09-01,5,1,rolls/buns,1.2,Bakery & Sweets,2805,1.2
3872,2015-08-07,23,2,pork,7.2,Fresh Food,2806,14.4
4280,2015-05-02,36,2,frozen meals,9.7,Frozen & Processed Food,2807,19.4
4544,2015-01-21,38,1,soda,0.8,Beverages,2808,0.8
4839,2015-06-03,24,1,pastry,3.1,Bakery & Sweets,2809,3.1
2785,2015-08-04,71,3,shopping bags,5.12,Household & Hygiene,2810,15.36
1594,2015-01-23,20,3,brown bread,0.8,Bakery & Sweets,2811,2.4000000000000004
4675,2015-01-16,18,2,yogurt,2.2,Dairy,2812,4.4
1321,2015-04-13,50,3,bottled beer,1.8,Beverages,2813,5.4
1535,2015-07-03,3,3,pip fruit,3.0,Fresh Food,2814,9.0
4437,2015-06-13,21,3,hamburger meat,12.3,Fresh Food,2815,36.900000000000006
2249,2015-05-29,119,3,long life bakery product,9.9,Bakery & Sweets,2816,29.700000000000003
1785,2015-07-24,29,1,ham,15.2,Fresh Food,2817,15.2
4635,2015-10-16,11,2,butter,3.2,Dairy,2818,6.4
4125,2015-06-14,2,3,whole milk,1.8,Dairy,2819,5.4
3568,2015-08-11,51,1,dessert,1.15,Bakery & Sweets,2820,1.15
3575,2015-01-20,68,1,photo/film,11.9,Household & Hygiene,2821,11.9
2691,2015-11-04,120,1,bags,19.5,Household & Hygiene,2822,19.5
3571,2015-06-17,5,3,rolls/buns,1.2,Bakery & Sweets,2823,3.5999999999999996
4648,2015-08-03,20,3,brown bread,0.8,Bakery & Sweets,2824,2.4000000000000004
2085,2015-03-25,8,2,beef,19.5,Fresh Food,2825,39.0
4104,2015-01-01,51,3,dessert,1.15,Bakery & Sweets,2826,3.4499999999999997
1143,2015-01-27,28,3,misc. beverages,1.2,Beverages,2827,3.5999999999999996
2228,2015-05-30,35,1,sugar,1.2,Bakery & Sweets,2828,1.2
3746,2015-07-13,19,2,sausage,3.1,Fresh Food,2829,6.2
3934,2015-03-27,2,3,whole milk,1.8,Dairy,2830,5.4
1329,2015-03-29,19,3,sausage,3.1,Fresh Food,2831,9.3
4689,2015-09-07,25,1,canned beer,1.1,Beverages,2832,1.1
3199,2015-12-24,7,1,citrus fruit,1.5,Fresh Food,2833,1.5
4778,2015-04-26,19,3,sausage,3.1,Fresh Food,2834,9.3
1146,2015-06-11,2,2,whole milk,1.8,Dairy,2835,3.6
4338,2015-10-11,3,2,pip fruit,3.0,Fresh Food,2836,6.0
1345,2015-07-21,9,1,frankfurter,5.5,Fresh Food,2837,5.5
4441,2015-11-09,7,1,citrus fruit,1.5,Fresh Food,2838,1.5
2540,2015-02-16,28,3,misc. beverages,1.2,Beverages,2839,3.5999999999999996
1997,2015-06-06,9,1,frankfurter,5.5,Fresh Food,2840,5.5
2294,2015-07-26,14,3,chocolate,11.5,Bakery & Sweets,2841,34.5
1523,2015-03-28,29,2,ham,15.2,Fresh Food,2842,30.4
3165,2015-08-18,9,2,frankfurter,5.5,Fresh Food,2843,11.0
4831,2015-04-12,20,3,brown bread,0.8,Bakery & Sweets,2844,2.4000000000000004
4073,2015-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,2845,1.2
3661,2015-07-25,3,2,pip fruit,3.0,Fresh Food,2846,6.0
2019,2015-10-09,19,1,sausage,3.1,Fresh Food,2847,3.1
1092,2015-05-16,22,2,root vegetables,1.8,Fresh Food,2848,3.6
4078,2015-11-14,23,3,pork,7.2,Fresh Food,2849,21.6
4753,2015-06-21,2,3,whole milk,1.8,Dairy,2850,5.4
1279,2015-09-10,49,3,beverages,1.1,Beverages,2851,3.3000000000000003
1012,2015-11-19,1,2,tropical fruit,7.8,Fresh Food,2852,15.6
2362,2015-11-23,53,1,specialty chocolate,18.8,Bakery & Sweets,2853,18.8
2789,2015-02-06,24,1,pastry,3.1,Bakery & Sweets,2854,3.1
3229,2015-08-07,104,1,cat food,11.2,Pet Care,2855,11.2
1715,2015-05-03,10,2,chicken,7.2,Fresh Food,2856,14.4
4351,2015-01-16,50,2,bottled beer,1.8,Beverages,2857,3.6
4397,2015-06-27,74,2,whipped/sour cream,5.5,Dairy,2858,11.0
3653,2015-10-21,119,2,long life bakery product,9.9,Bakery & Sweets,2859,19.8
2730,2015-11-10,8,2,beef,19.5,Fresh Food,2860,39.0
4321,2015-10-27,80,1,salty snack,0.5,Snacks,2861,0.5
1086,2015-11-17,4,2,other vegetables,0.8,Fresh Food,2862,1.6
1708,2015-12-28,57,2,meat,8.5,Fresh Food,2863,17.0
4293,2015-08-24,42,1,fish,10.2,Fresh Food,2864,10.2
4524,2015-04-22,2,2,whole milk,1.8,Dairy,2865,3.6
3783,2015-03-08,39,1,detergent,5.5,Household & Hygiene,2866,5.5
1460,2015-06-24,21,1,hamburger meat,12.3,Fresh Food,2867,12.3
2960,2015-12-19,2,3,whole milk,1.8,Dairy,2868,5.4
3442,2015-10-12,8,3,beef,19.5,Fresh Food,2869,58.5
4059,2015-05-07,36,3,frozen meals,9.7,Frozen & Processed Food,2870,29.099999999999998
1822,2015-03-03,3,3,pip fruit,3.0,Fresh Food,2871,9.0
1584,2015-07-10,18,2,yogurt,2.2,Dairy,2872,4.4
1624,2015-02-04,5,3,rolls/buns,1.2,Bakery & Sweets,2873,3.5999999999999996
4877,2015-11-06,2,1,whole milk,1.8,Dairy,2874,1.8
1567,2015-04-11,29,2,ham,15.2,Fresh Food,2875,30.4
2018,2015-01-04,36,3,frozen meals,9.7,Frozen & Processed Food,2876,29.099999999999998
1182,2015-09-01,58,1,ice cream,1.8,Frozen & Processed Food,2877,1.8
3401,2015-08-02,23,2,pork,7.2,Fresh Food,2878,14.4
